y,x,z,ind
-0.9147729111449072,0.8658217405046909,2.7152689340512364,D
17.15957631244666,4.579014557980138,4.059982098495112,C
-24.197596718441975,-9.662371079204231,-3.768868019833106,C
-10.854793423350044,-3.393223941724557,-2.1846090340379662,D
-7.109214756079952,-2.625563502308543,4.857185964474358,B
-26.246508177254636,-9.033926685010199,1.0607945652107382,D
-29.46069581795155,-7.909396236550583,0.1878355066885007,B
-22.945972824073618,-8.051249687672692,-3.9515596643215947,D
-17.195588124774922,-5.091933709728913,-4.084614854636866,C
20.581435547493523,7.469787089176219,2.6612944937681595,C
-25.92606353994137,-8.96776721394502,-3.3583559229769055,A
-25.494178819378053,-8.790373285336218,-3.759053544559433,A
-16.87605831993628,-5.225197727970672,2.8883979167742684,D
-19.700371954530095,-5.926016117087849,1.9582517319560777,B
-18.108638759511294,-6.509327585643694,-0.4591338156668243,A
-6.8953018340603744,-1.6929980635527446,-3.535515344790552,C
26.679574865047655,8.834762363135926,-2.0457581121040738,D
-6.47458737558176,-0.6616943808495392,-0.4801123923610717,B
24.733351566778506,9.19956410381537,-1.540447491202209,D
30.156045768656416,9.996275326085353,-4.8455205954967635,D
10.956781823576925,4.5263430687983615,4.694245934274537,C
-1.1304580641501336,-0.31542650915350734,-0.9087840640525577,A
-22.733013706118776,-7.462779324111124,0.6108676963340613,C
-34.11246978200373,-7.891905049858437,-1.2587974752827655,C
-30.73303699970026,-9.154680880702681,4.248114013051293,B
-17.386599405798062,-5.117380024927584,-1.0136112308573928,D
-25.758264157913967,-8.569658877072271,-4.328413090457591,D
29.827394822509177,9.911352371882227,4.452854153814707,C
-19.135345857735462,-5.973476789058838,4.279054246601252,C
21.524119724828747,7.649024187639931,-3.7407847610668177,D
-9.716079476583879,-5.095463866534233,4.687198680924057,A
-26.053050528371926,-7.691319257485761,-1.7447043438563736,C
12.640628721220914,1.8440391465695427,-1.3314279732844736,D
12.55378364017588,4.16523876905805,0.11699261651767578,A
-19.347720998844615,-7.394213234873133,2.926055618693506,D
-31.684050082062832,-7.629858160181378,0.3382820862334759,C
-35.879332626640696,-9.925589776842878,1.601678183228417,D
6.063782124022655,1.3884943971465553,-0.3214821490039679,A
5.807551935425032,-0.3631937823514413,-3.925051146233267,A
-2.0716169265669704,-3.1767465673219597,0.37702200081499093,A
-16.40327619039167,-4.705643414205749,-0.5683949479255688,D
-9.108387744153012,-3.0456436434759215,2.0745705511345633,C
18.598758167063508,8.41429798011363,-1.9032418831857747,D
22.836609086327474,9.663239742637646,-2.8081245326867066,D
37.0796667031034,9.529728484966181,-2.0557637383234253,C
-31.883373728792947,-9.144897918490958,-4.701621915827965,B
15.835220508078985,6.1603638992705285,-3.435761912018489,B
18.349084120995467,7.33378180128549,-2.556161483259567,A
4.379226361844533,0.35966539596492986,-0.4987499663172743,A
12.743917416797364,4.306383923863098,4.658753673434287,B
-24.94391767444536,-6.189043155573044,4.2952542941686875,C
6.801271369714133,2.8725697218213053,-2.5618765658709064,C
2.5128557636998727,0.9337491345672113,1.485785677620468,B
-5.03867945820496,1.191680320964588,0.3261878111384844,A
-22.468395175491427,-6.13465181987255,3.7422313844773107,D
-6.53359720171217,-3.5108090526627382,-3.9162704353972266,D
-16.98364851150304,-6.361895346344082,3.7141130175287067,D
9.21947808884882,2.3478588722797706,0.1696410433454707,D
-14.388641826996468,-4.241245389190038,3.2710428657972415,B
-27.407500872645038,-7.312744059059828,-0.09039409412673294,B
-13.599288274956654,-3.4645823067745996,2.422377827294567,C
-17.048074715591422,-6.429595546637938,-4.705582846575737,B
-2.0382515218364254,-1.6533957788968472,0.8584764459411156,A
-5.003905277775426,-2.4690164969470008,4.515887793847767,A
-5.233998177317703,-0.8773235655747929,-2.061380470507126,A
-7.622115267223568,-5.102764528760126,3.9831430120319204,B
21.33570228191008,4.099379360000057,-0.0729026127622765,D
-25.714692968338227,-7.603282338713752,1.2061052225409927,A
-8.153509218487294,-3.621064069451254,-1.3463449790442796,A
18.215294721028755,5.552522654274817,-4.57566899866659,B
-22.276209009337364,-8.712073157321923,0.6324072437430956,B
31.296499395412592,9.898811554470374,-2.2692988249425405,C
-27.25242568326264,-8.131585719782866,2.240801293278798,A
8.810637616863932,5.290238782315226,-2.776257262396973,D
-18.739210998690922,-6.905634936423153,-3.734793362189156,D
0.81948146643263,1.1494751036160284,-4.6945732636025905,A
6.81937362585738,1.666618906099437,-2.708176510708448,C
-5.292786580841614,1.1658758991560099,3.7451631888077888,D
13.911663193234524,4.451762650146755,4.9133004002805,D
18.71338885801532,3.9685149668729593,-2.3084661587490487,C
-21.57298023916551,-8.63902567078625,4.951241850927872,C
4.392233486065389,1.838166801690873,1.5570908141090474,D
16.7009564751447,3.9962240409619376,4.471384344866841,C
0.1915022912876383,2.3528582540889253,-2.444200627493809,C
9.333372175346579,4.563569828344512,4.179497978139729,D
-24.426394345936817,-6.275731196061212,4.338169796576782,A
-25.245476954920687,-8.203750240603945,-4.298349401211292,C
-2.5431056987777887,-2.0238031646211656,-0.6032601470131613,B
-13.537969004192602,-5.337381919025821,-2.4690378964768236,C
15.410915938091359,5.318433604595647,-2.421053622649567,A
-4.056424550015857,-1.5435059324802225,-1.5345519182495093,C
16.015057989846863,6.02650685563237,4.509681055091072,A
-2.198598733376988,-1.496009697697449,-3.3584834464985747,B
6.154525507545445,0.3655080619641087,-0.8305990384992867,A
-8.947092196549018,-0.7783635492616074,-1.378115449326538,A
-6.4127507538412365,-0.4023999348919354,0.7925617888469958,A
-20.289691238376083,-7.191073094570193,1.6063333539266464,C
21.093041881833145,5.323838851203824,3.6095223262596505,B
30.528868751585662,7.6652704467817685,-3.7610796346626474,B
12.362924680663934,7.096853197997412,-3.5421803251336903,C
19.09902800479412,8.394026028265603,-1.5221641961673962,A
-13.938129883096579,-6.094202423550811,-4.8808686739047555,B
29.5753807705655,8.537457541643377,-2.6633788495705977,C
-20.037347846962117,-2.875620022191683,3.1076873074816955,B
-23.70261772911832,-8.232447820793766,2.832920822177293,C
25.127329675294867,6.693381338506683,1.6387604348239062,A
-25.481368628938966,-8.0641942084541,2.5119368831414493,D
-20.759391925481033,-9.062471589603987,4.225516240278498,D
7.167542652462522,3.83066616298289,4.125835559191426,D
24.4235798492519,8.525660194769593,-2.5251378273940537,A
-5.833382877002971,-3.560022779281889,0.06875782077676273,D
33.39534558317561,9.695130609154571,3.909996790942717,B
8.062335644241735,1.7134879463311314,3.6870470672776428,A
25.979156476783928,6.93405556227717,-0.23634115635306063,C
-30.40606284258761,-9.49934729435537,-4.00612366672414,A
-19.842685562924782,-6.505091690122223,-3.0882100968703163,A
19.304315858235658,5.8237279224426075,2.7164854810443204,C
-30.331675347608165,-7.61648667685241,2.710862891498797,C
16.20458072183451,8.040161270635828,-0.5957135037778682,A
10.99018565478287,6.0707814241360225,-4.438032741213682,C
0.2825386824424805,-0.8046353131937938,4.78792563529878,A
13.723334984798688,4.7127399246828166,0.47681496863102346,A
-11.327525214842282,-4.005749254848778,-1.0956887744000845,D
-9.612470558834918,-4.3379630144944015,4.319553751160711,B
-3.1969501724066482,-3.9134816287539165,-2.6619244767811443,B
