y,x,ind
-6.639087864491981,-2.50919762305275,A
20.36613659104446,9.014286128198322,A
15.82062576371412,4.639878836228101,A
8.97243777824131,1.973169683940732,A
-17.839929333798608,-6.87962719115127,A
-15.236425152054732,-6.880109593275947,C
-22.34537249716351,-8.83832775663601,D
24.266469142638293,7.323522915498703,B
5.7160721472992915,2.0223002348641756,C
4.17955000018277,4.161451555920909,D
-26.616839246588924,-9.588310114083951,A
29.233029565535215,9.398197043239886,D
21.304452634002175,6.648852816008436,D
-23.64339623840498,-5.753217786434477,A
-24.495784669615276,-6.363500655857988,A
-13.729965142129451,-6.331909802931324,A
-11.943241191711012,-3.9151551408092455,B
4.892889384797394,0.49512863264475726,A
-3.9417070008207498,-1.3610996271576852,B
-12.377470890638758,-4.175417196039161,A
11.402592713222758,2.23705789444759,B
-24.21059200196436,-7.210122786959163,D
-11.990717203181992,-4.157107029295637,C
-10.32966584590371,-2.672763134126166,D
-4.808282084139419,-0.8786003156592805,D
15.564697066237622,5.703519227860273,A
-16.90890421232985,-6.006524356832806,B
-1.5396768035006891,0.28468876827223255,C
11.823654759590154,1.8482913772408498,A
-31.686011747897652,-9.070991745600045,A
5.518332893279504,2.1508970380287664,A
-21.967207870133386,-6.58951752625417,D
-18.862014999114564,-8.69896814029441,B
27.91590611775787,8.977710745066666,B
33.09714468181674,9.312640661491187,C
11.076039021802805,6.167946962329221,B
-10.387922520251466,-3.9077246165325867,B
-19.69151918149978,-8.046557719872322,A
11.465401537106533,3.6846605302431374,A
1.7365514997028368,-1.196950125207973,D
-25.264148159815132,-7.5592353031044235,A
6.757351807604111,-0.09646179777459629,A
-16.442198114990646,-9.312229577695632,A
22.745031322528632,8.186408041575643,A
-16.700713711002845,-4.824400367999662,D
17.018259446827425,3.2504456870796403,A
-3.3994747059817794,-3.7657784782117805,C
-1.4102188650976926,0.40136042355621626,C
0.7016826751174925,0.934205586865593,C
-20.31765571277091,-6.302910889489459,C
21.45282511070213,9.391692555291172,A
11.914709669245882,5.502656467222291,C
21.34923266009101,8.789978831283783,A
19.850653200138282,7.896547008552975,D
5.7005742917312014,1.9579995762217024,C
26.483527764069606,8.437484700462335,B
-16.93794741281444,-8.23014995896161,C
-23.23279845854524,-6.080342751617096,C
-22.3647506729848,-9.09545422178924,A
-11.550124375331682,-3.4933933847347127,C
-6.926681166893243,-2.2264542062103594,B
-10.344960632733228,-4.573019364522082,A
14.110640441304273,6.574750183038589,A
-6.682751667464389,-2.864933466128214,D
-12.311668377691873,-4.381309806252385,D
5.024021309535655,0.8539216631649698,C
-20.09870328197515,-7.181515500504747,D
30.408319544796857,6.043939615080795,D
-28.71566130047033,-8.508987126404584,D
26.55823142102195,9.737738732010346,A
13.21898352567562,5.4448953859331475,A
-20.85444470375093,-6.025686369316552,A
-32.855608609116445,-9.889557657527952,D
24.872768362827806,6.309228569096682,A
19.513961870806305,4.137146876952343,D
10.88669861371186,4.580143360819747,A
12.1144429356356,5.425406933718914,A
-23.200243114022555,-8.519106965318192,B
-11.253171508748498,-2.8306854291145473,C
-19.883197339714663,-7.682618809497406,D
22.800820656792112,7.262068517511871,B
-0.18083296533268456,2.4659625365511584,A
-2.408592502190741,-3.3820395029470163,D
-17.207110617360968,-8.728832994279527,A
-14.405004149482199,-3.780353565686756,C
-12.427508478075097,-3.496333559465059,B
15.205697653908366,4.5921235667612805,C
9.925732231247913,2.751149427104263,B
26.525485917943744,7.744254851526531,A
8.383918203548706,-0.5557014967610137,C
-23.709081381172147,-7.608115081233966,C
8.80320101068743,4.264895744459899,A
8.750506776941211,5.215700972337949,C
0.021981654460180078,1.2255439513899251,D
16.092395932904676,5.419343599091221,B
8.600525099452383,-0.12408807271218514,B
